id,created_at,text
1244705880995577856,2020-03-30 19:19:42,"b'@smarimc @wfxpanisa @dabeaz Re the plumbing question, the point is that most of the ""tools"" that people think are n\xe2\x80\xa6 https://t.co/Ek9lSxBaZy'"
1244704724529496066,2020-03-30 19:15:06,"b""@smarimc @wfxpanisa @dabeaz You could, but in the process of doing this you'd turn it into a different programming\xe2\x80\xa6 https://t.co/qZcCaNgAoR"""
1244690449991757824,2020-03-30 18:18:23,b'People who liked certain other games might be interested in this as well.\nhttps://t.co/Aoqet9EnaP'
1244683056541093888,2020-03-30 17:49:00,"b""RT @Jonathan_Blow: Here's a Q&amp;A that followed the main discussion:\n\nhttps://t.co/ODSE9OMVmt"""
1244683040485335046,2020-03-30 17:48:56,"b""RT @Jonathan_Blow: Today's talk with Casey about how to program compilers, etc, is now posted:\n\nhttps://t.co/hQCZ46CGUZ"""
1244530041595150337,2020-03-30 07:40:58,"b""Here's a Q&amp;A that followed the main discussion:\n\nhttps://t.co/ODSE9OMVmt"""
1244529967901208576,2020-03-30 07:40:41,"b""Today's talk with Casey about how to program compilers, etc, is now posted:\n\nhttps://t.co/hQCZ46CGUZ"""
1244487288270147584,2020-03-30 04:51:05,b'@SpudTheBlackLab @therealcliffyb @romero @br @levine @corybarlog @davidscottjaffe @HIDEO_KOJIMA_EN @DonaldMustard\xe2\x80\xa6 https://t.co/bTTl87FwQv'
1244487138114015232,2020-03-30 04:50:29,b'@SpudTheBlackLab @therealcliffyb @romero @br @levine @corybarlog @davidscottjaffe @HIDEO_KOJIMA_EN @DonaldMustard\xe2\x80\xa6 https://t.co/597tJQsNOW'
1244483718615457792,2020-03-30 04:36:54,b'@SpudTheBlackLab @therealcliffyb @romero @br @levine @corybarlog @davidscottjaffe @HIDEO_KOJIMA_EN @DonaldMustard\xe2\x80\xa6 https://t.co/GbHVtCmKR7'
1244483320345284609,2020-03-30 04:35:19,b'@cmuratori Bummer. Fortunately the Twitch stream is all good.'
1244472593354092545,2020-03-30 03:52:42,"b'I just realized that I never sent the tweet announcing the start of the stream, so, that makes the high viewership\xe2\x80\xa6 https://t.co/ZGl2DyggaM'"
1244471008456658944,2020-03-30 03:46:24,"b'Thanks, everyone, for coming to this stream! We had 1200 viewers at peak, which was pretty cool. YouTube versions o\xe2\x80\xa6 https://t.co/r2jmFtETAh'"
1244467731522441218,2020-03-30 03:33:22,b'@therealcliffyb @romero @br @levine @corybarlog @davidscottjaffe @HIDEO_KOJIMA_EN @DonaldMustard @TimOfLegend\xe2\x80\xa6 https://t.co/Kd5OuKIqVL'
1244108757723828226,2020-03-29 03:46:56,"b""This stream will have a lot more explanation than my usual programming sessions, so it's easier to understand for b\xe2\x80\xa6 https://t.co/CvcBsIVOmg"""
1244108520133292032,2020-03-29 03:46:00,"b""People liked the discussion I did with Casey last week about character animation. So we're doing another one, about\xe2\x80\xa6 https://t.co/GGujUlgahG"""
1244043121349947392,2020-03-28 23:26:07,b'@MrVentures I thought Mr Robot was very bad. This show is not much like that one.'
1244039171557093376,2020-03-28 23:10:26,"b""P.S. If you watch it, don't watch the massively spoilerific trailer. Just watch the show!"""
1244037257176027137,2020-03-28 23:02:49,"b'@knunery Title seems very easy to misinterpret, it seemed like a Silicon Valley comedy-esque show the first time I heard it.'"
1244031598070083584,2020-03-28 22:40:20,"b'@Ivan_Braidi I think so. I watched it on Amazon, but I think that includes a Hulu subscription or something.'"
1244030571535196160,2020-03-28 22:36:15,"b""Usually when word goes around about a TV show or movie or whatever being good, I don't believe them, having been bu\xe2\x80\xa6 https://t.co/iwpwx4cDNv"""
1242554786215374849,2020-03-24 20:52:01,"b'@cmuratori @rygorous BTW, Casey, if you are still looking for really bad movies, this channel has some suggestions.\nhttps://t.co/kufyzPtdRn'"
1242497238728769536,2020-03-24 17:03:20,"b'RT @Jonathan_Blow: This week, while I was livestreaming work on the animation system, we had an impromptu discussion with special guest Cas\xe2\x80\xa6'"
1242376581101662210,2020-03-24 09:03:53,b'@rygorous Is this like a fantasy version of Leonard Part 6?'
1242376363018842117,2020-03-24 09:03:01,b'RT @auderdy: Nature returns to Venice lagoon https://t.co/sEbbKt6qt6'
1242376047854628866,2020-03-24 09:01:46,b'@rivatez Congrats for waking up at 9pm in Vegas...'
1242283730191843329,2020-03-24 02:54:56,b'@WEED__WIZARD420 @sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam Workers could agree to\xe2\x80\xa6 https://t.co/TNhmj1ULXN'
1242279766096359424,2020-03-24 02:39:11,b'Topics covered include:\n\nAnimation Systems\nProgramming Language Design\nHow to Make Code Understandable\nHow to be a\xe2\x80\xa6 https://t.co/pqn6z0Skv2'
1242279613134286849,2020-03-24 02:38:34,"b'This week, while I was livestreaming work on the animation system, we had an impromptu discussion with special gues\xe2\x80\xa6 https://t.co/6qjNYKel7S'"
1242267795494064128,2020-03-24 01:51:37,b'@WEED__WIZARD420 @sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam So if your theory is th\xe2\x80\xa6 https://t.co/S9eTfB7jWr'
1242267457324109824,2020-03-24 01:50:16,"b""@WEED__WIZARD420 @sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam Well I'm just saying, a\xe2\x80\xa6 https://t.co/D55CWjqDg9"""
1242264441917296641,2020-03-24 01:38:17,b'@WEED__WIZARD420 @sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam But if it were actually\xe2\x80\xa6 https://t.co/r0woDomP1h'
1242261452657799168,2020-03-24 01:26:25,b'@WEED__WIZARD420 @sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam then why would you expe\xe2\x80\xa6 https://t.co/styCcWsbxz'
1242261169433239552,2020-03-24 01:25:17,"b'@WEED__WIZARD420 @sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam Okay, but ... if this i\xe2\x80\xa6 https://t.co/x1ySjzslHf'"
1242234013575565313,2020-03-23 23:37:23,"b'@sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam As someone who designs systems, I would\xe2\x80\xa6 https://t.co/PVCTrY1cB3'"
1242218885861888000,2020-03-23 22:37:16,b'@sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam you know of any such treatment and could\xe2\x80\xa6 https://t.co/5osQtQyj1T'
1242218748364197890,2020-03-23 22:36:43,"b'@sodap_ @cmuratori @j_KN0X @Sol_HSA @CasualSquirrel @DougOrleans @romanyam ""libertarian socialism"" doesn\'t even sou\xe2\x80\xa6 https://t.co/A1JhBXB4pH'"
1241767944503226368,2020-03-22 16:45:23,b'@CasualSquirrel @DougOrleans @romanyam We went to college back before it was an insane rip-off.'
1241590632038027265,2020-03-22 05:00:48,"b'@DougOrleans @romanyam I don\xe2\x80\x99t think I did, really. Unfortunately.'"
1241585077789704192,2020-03-22 04:38:44,"b'RT @romanyam: Now that universities are empty, let\xe2\x80\x99s take a sec to recognize just how amazing it is that every skillset takes exactly the s\xe2\x80\xa6'"
